FFFFF144H,TMC0IC,TMC0IF,TMC0MK,0,0,0,TMC0PR2,TMC0PR1,TMC0PR0
FFFFF146H,CCC00IC,CCC00IF,CCC00MK,0,0,0,CCC00PR2,CCC00PR1,CCC00PR0
FFFFF148H,CCC01IC,CCC01IF,CCC01MK,0,0,0,CCC01PR2,CCC01PR1,CCC01PR0
FFFFF14AH,ADIC,ADIF,ADMK,0,0,0,ADPR2,ADPR1,ADPR0
FFFFF14CH,MACIC,MACIF,MACMK,0,0,0,MACPR2,MACPR1,MACPR0
FFFFF14EH,FC1RXIC,FC1RXIF,FC1RXMK,0,0,0,FC1RXPR2,FC1RXPR1,FC1RXPR0
FFFFF150H,FC1TXIC,FC1TXIF,FC1TXMK,0,0,0,FC1TXPR2,FC1TXPR1,FC1TXPR0
FFFFF152H,FC1ERIC,FC1ERIF,FC1ERMK,0,0,0,FC1ERPR2,FC1ERPR1,FC1ERPR0
FFFFF154H,FC2RXIC,FC2RXIF,FC2RXMK,0,0,0,FC2RXPR2,FC2RXPR1,FC2RXPR0
FFFFF156H,FC2TXIC,FC2TXIF,FC2TXMK,0,0,0,FC2TXPR2,FC2TXPR1,FC2TXPR0
FFFFF158H,FC2ERIC,FC2ERIF,FC2ERMK,0,0,0,FC2ERPR2,FC2ERPR1,FC2ERPR0
FFFFF15AH,FC3RXIC,FC3RXIF,FC3RXMK,0,0,0,FC3RXPR2,FC3RXPR1,FC3RXPR0
FFFFF15CH,FC3TXIC,FC3TXIF,FC3TXMK,0,0,0,FC3TXPR2,FC3TXPR1,FC3TXPR0
FFFFF15EH,FC3ERIC,FC3ERIF,FC3ERMK,0,0,0,FC3ERPR2,FC3ERPR1,FC3ERPR0
FFFFF160H,FC4RXIC,FC4RXIF,FC4RXMK,0,0,0,FC4RXPR2,FC4RXPR1,FC4RXPR0
FFFFF162H,FC4TXIC,FC4TXIF,FC4TXMK,0,0,0,FC4TXPR2,FC4TXPR1,FC4TXPR0
FFFFF164H,FC4ERIC,FC4ERIF,FC4ERMK,0,0,0,FC4ERPR2,FC4ERPR1,FC4ERPR0
FFFFF166H,CSI0IC,CSI0IF,CSI0MK,0,0,0,CSI0PR2,CSI0PR1,CSI0PR0
FFFFF168H,CSI1IC,CSI1IF,CSI1MK,0,0,0,CSI1PR2,CSI1PR1,CSI1PR0
FFFFF16AH,CSI2IC,CSI2IF,CSI2MK,0,0,0,CSI2PR2,CSI2PR1,CSI2PR0
FFFFF16CH,SER0IC,SER0IF,SER0MK,0,0,0,SER0PR2,SER0PR1,SER0PR0
FFFFF16EH,SR0IC,SR0IF,SR0MK,0,0,0,SR0PR2,SR0PR1,SR0PR0
FFFFF170H,ST0IC,ST0IF,ST0MK,0,0,0,ST0PR2,ST0PR1,ST0PR0
FFFFF172H,SER1IC,SER1IF,SER1MK,0,0,0,SER1PR2,SER1PR1,SER1PR0
FFFFF174H,SR1IC,SR1IF,SR1MK,0,0,0,SR1PR2,SR1PR1,SR1PR0
FFFFF176H,ST1IC,ST1IF,ST1MK,0,0,0,ST1PR2,ST1PR1,ST1PR0
FFFFF178H,DMA0IC,DMA0IF,DMA0MK,0,0,0,DMA0PR2,DMA0PR1,DMA0PR0
FFFFF17AH,DMA1IC,DMA1IF,DMA1MK,0,0,0,DMA1PR2,DMA1PR1,DMA1PR0
FFFFF17CH,DMA2IC,DMA2IF,DMA2MK,0,0,0,DMA2PR2,DMA2PR1,DMA2PR0
FFFFF17EH,DMA3IC,DMA3IF,DMA3MK,0,0,0,DMA3PR2,DMA3PR1,DMA3PR0
FFFFF180H,DOVFIC,DOVFIF,DOVFMK,0,0,0,DOVFPR2,DOVFPR1,DOVFPR0
FFFFF182H,P00IC,P00IF,P00MK,0,0,0,P00PR2,P00PR1,P00PR0
FFFFF184H,P05IC,P05IF,P05MK,0,0,0,P05PR2,P05PR1,P05PR0
FFFFF186H,P10IC,P10IF,P10MK,0,0,0,P10PR2,P10PR1,P10PR0
FFFFF188H,P15IC,P15IF,P15MK,0,0,0,P15PR2,P15PR1,P15PR0
FFFFF18AH,P20IC,P20IF,P20MK,0,0,0,P20PR2,P20PR1,P20PR0
FFFFF18CH,P21IC,P21IF,P21MK,0,0,0,P21PR2,P21PR1,P21PR0
FFFFF18EH,Reserved,1,1,0,0,0,1,1,1
