FFFFF11E,Interrupt control register 7,P3IC,R/W,×,×,,47H
FFFFF120,Interrupt control register 8,P4IC,R/W,×,×,,47H
FFFFF122,Interrupt control register 9,P5IC,R/W,×,×,,47H
FFFFF124,Interrupt control register 10,TMG00IC,R/W,×,×,,47H
FFFFF126,Interrupt control register 11,TMG01IC,R/W,×,×,,47H
FFFFF128,Interrupt control register 12,CCG00 IC,R/W,×,×,,47H
FFFFF12A,Interrupt control register 13,CCG01IC,R/W,×,×,,47H
FFFFF12C,Interrupt control register 14,CCG02IC,R/W,×,×,,47H
FFFFF12E,Interrupt control register 15,CCG03IC,R/W,×,×,,47H
FFFFF130,Interrupt control register 16,CCG04IC,R/W,×,×,,47H
FFFFF132,Interrupt control register 17,CCG05IC,R/W,×,×,,47H
FFFFF134,Interrupt control register 18,TMG10IC,R/W,×,×,,47H
FFFFF136,Interrupt control register 19,TMG11IC,R/W,×,×,,47H
FFFFF138,Interrupt control register 20,CCG10 IC,R/W,×,×,,47H
FFFFF13A,Interrupt control register 21,CCG11IC,R/W,×,×,,47H
FFFFF13C,Interrupt control register 22,CCG12IC,R/W,×,×,,47H
FFFFF13E,Interrupt control register 23,CCG13IC,R/W,×,×,,47H
FFFFF140,Interrupt control register 24,CCG14IC,R/W,×,×,,47H
FFFFF142,Interrupt control register 25,CCG15IC,R/W,×,×,,47H
FFFFF144,Interrupt control register 26,TMC0IC,R/W,×,×,,47H
FFFFF146,Interrupt control register 27,CCC0 IC,R/W,×,×,,47H
FFFFF148,Interrupt control register 28,CCC1IC,R/W,×,×,,47H
FFFFF14A,Interrupt control register 29,ADIC,R/W,×,×,,47H
FFFFF14C,Interrupt control register 30,MACIC,R/W,×,×,,47H
FFFFF14E,Interrupt control register 31,FC1RXIC,R/W,×,×,,47H
FFFFF150,Interrupt control register 32,FC1TXIC,R/W,×,×,,47H
FFFFF152,Interrupt control register 33,FC1ERIC,R/W,×,×,,47H
FFFFF154,Interrupt control register 34,FC2RXIC,R/W,×,×,,47H
FFFFF156,Interrupt control register 35,FC2TXIC,R/W,×,×,,47H
FFFFF158,Interrupt control register 36,FC2ERIC,R/W,×,×,,47H
FFFFF15A,Interrupt control register 37,FC3RXIC,R/W,×,×,,47H
FFFFF15C,Interrupt control register 38,FC3TXIC,R/W,×,×,,47H
FFFFF15E,Interrupt control register 39,FC3ERIC,R/W,×,×,,47H
FFFFF160,Interrupt control register 40,FC4RXIC,R/W,×,×,,47H
FFFFF162,Interrupt control register 41,FC4TXIC,R/W,×,×,,47H
FFFFF164,Interrupt control register 42,FC4ERIC,R/W,×,×,,47H
FFFFF166,Interrupt control register 43,CSI0IC,R/W,×,×,,47H
FFFFF168,Interrupt control register 44,CSI1IC,R/W,×,×,,47H
FFFFF16A,Interrupt control register 45,CSI2IC,R/W,×,×,,47H
FFFFF16C,Interrupt control register 46,SER0IC,R/W,×,×,,47H
FFFFF16E,Interrupt control register 47,SR0IC,R/W,×,×,,47H
FFFFF170,Interrupt control register 48,ST0IC,R/W,×,×,,47H
FFFFF172,Interrupt control register 49,SER1IC,R/W,×,×,,47H
FFFFF174,Interrupt control register 50,SR1IC,R/W,×,×,,47H
FFFFF176,Interrupt control register 51,ST1IC,R/W,×,×,,47H
FFFFF178,Interrupt control register 52,DMA0IC,R/W,×,×,,47H
FFFFF17A,Interrupt control register 53,DMA1IC,R/W,×,×,,47H
FFFFF17C,Interrupt control register 54,DMA2IC,R/W,×,×,,47H
FFFFF17E,Interrupt control register 55,DMA3IC,R/W,×,×,,47H
FFFFF180,Interrupt control register 56,DOVFIC,R/W,×,×,,47H
FFFFF182,Interrupt control register 57,P00IC,R/W,×,×,,47H
FFFFF184,Interrupt control register 58,P05IC,R/W,×,×,,47H
FFFFF186,Interrupt control register 59,P10IC,R/W,×,×,,47H
FFFFF188,Interrupt control register 60,P15IC,R/W,×,×,,47H
FFFFF18A,Interrupt control register 61,P20IC,R/W,×,×,,47H
FFFFF18C,Interrupt control register 62,P21IC,R/W,×,×,,47H
FFFFF18E,Interrupt control register 63,Reserved,R/W,×,×,,47H
FFFFF1FA,In-service Priority register,ISPR,R,×,×,,00H
FFFFF1FC,Command register,PRCMD,W,,×,,undefined
FFFFF1FE,Power Save Control register,PSC,R/W,×,×,,00H
FFFFF200,A/D converter mode register,ADM,R/W,×,×,,00H
FFFFF201,A/D Select Register,ADS,R/W,×,×,,00H
FFFFF202,A/D Conversion Result Register,ADCR,R,×,×,×,undefined
FFFFF203,A/D Conversion Result Register H,ADCRH,R,×,×,,undefined
FFFFF400,Port 1,P1,R/W,×,×,,undefined
FFFFF402,Port 2,P2,R/W,×,×,,undefined
FFFFF404,Port 3,P3,R/W,×,×,,undefined
FFFFF406,Port 4,P4,R/W,×,×,,undefined
FFFFF408,Port 5,P5,R/W,×,×,,undefined
FFFFF40A,Port 6,P6,R/W,×,×,,undefined
FFFFF40C,Port 7,P7,R,×,×,,undefined
FFFFF40C,Port 7/Port 8,P78,R,,,×,undefined
FFFFF40E,Port 9,P9,R/W,×,×,,undefined
FFFFF420,Port 1 mode,PM1,R/W,×,×,,FFH
FFFFF422,Port 2 mode,PM2,R/W,×,×,,FFH
FFFFF424,Port 3 mode,PM3,R/W,×,×,,3FH
FFFFF426,Port 4 mode,PM4,R/W,×,×,,3FH
FFFFF428,Port 5 mode,PM5,R/W,×,×,,7FH
FFFFF42A,Port 6 mode,PM6,R/W,×,×,,FFH
FFFFF42E,Port 9 mode,PM9,R/W,×,×,,FFH
FFFFF440,Port 1 mode control,PMC1,R/W,×,×,,00H
FFFFF442,Port 2 mode control,PMC2,R/W,×,×,,00H
FFFFF444,Port 3 mode control,PMC3,R/W,×,×,,00H
FFFFF446,Port 4 mode control,PMC4,R/W,×,×,,00H
FFFFF448,Port 5 mode control,PMC5,R/W,×,×,,00H
FFFFF44A,Port 6 mode control,PMC6,R/W,×,×,,00H
FFFFF480,MEMC: Bus Cycle Type Control register 0,BCT0,R/W,,,×,8888H
FFFFF482,MEMC: Bus Cycle Type Control register 1,BCT1,R/W,,,×,8888H
FFFFF484,MEMC: Data Wait Control register 0,DWC0,R/W,,,×,7777H
FFFFF486,MEMC: Data Wait Control register 1,DWC1,R/W,,,×,7777H
FFFFF488,MEMC: Bus Cycle Control register,BCC,R/W,,,×,FFFFH
FFFFF48A,MEMC: Address Setup Wait Control Reg.,ASC,R/W,,,×,FFFFH
FFFFF49A,MEMC: Page-ROM Configuration register,PRC,R/W,,,×,7000H
FFFFF540,Timer D0 counter,TMD0,R,,,×,0000H
FFFFF542,Timer D0 compare register,CMD0,R/W,,,×,0000H
FFFFF544,Timer D0 Control register,TMCD0,R/W,×,×,,00H
FFFFF550,Timer D1 counter,TMD1,R,,,×,0000H
FFFFF552,Timer D1 compare register,CMD1,R/W,,,×,0000H
FFFFF554,Timer D1 Control register,TMCD1,R/W,×,×,,00H
FFFFF560,Watch timer mode register,WTM,R/W,×,×,,00H
FFFFF571,Watchdog timer time select register,WDCS,R/W,×,×,,00H
FFFFF572,Watchdog timer mode register,WDTM,R/W,×,×,,00H
FFFFF580,Watchdog Timer command register,WCMD,W,,×,,undefined
FFFFF582,Watchdog Timer command status register,WPHS,R/W,×,×,,00H
FFFFF600,Timer C0 timer counter register,TMC0,R,,,×,0000H
FFFFF602,Timer C0 capture compare register 0,CCC00,R/W,,,×,0000H
FFFFF604,Timer C0 capture compare register 1,CCC01,R/W,,,×,0000H
FFFFF606,Timer C0 control register 0,TMCC00,R/W,×,×,,00H
FFFFF608,Timer C0 control register 1,TMCC01,R/W,×,×,,20H
FFFFF609,Timer C0 signal edge select register,SESC0,R/W,×,×,,00H
FFFFF640,Timer mode register 0,TMGM0,R/W,×,×,×,0000H
FFFFF640,Timer mode register 0 low,TMGM0L,R/W,×,×,,00H
FFFFF641,Timer mode register 0 high,TMGM0H,R/W,×,×,,00H
FFFFF642,Channel mode register 0,TMGCM0,R/W,×,×,×,0000H
FFFFF642,Channel mode register 0 low,TMGCM0L,R/W,×,×,,00H
FFFFF643,Channel mode register 0 high,TMGCM0H,R/W,×,×,,00H
FFFFF644,Output control register 0,OCTLG0,R/W,×,×,×,0000H
FFFFF644,Output control register 0 low,OCTLG0L,R/W,×,×,,00H
FFFFF645,Output control register 0 high,OCTLG0H,R/W,×,×,,00H
FFFFF646,State register 0,TMGST0,R,×,×,,00H
FFFFF648,Timer Count Register 00,TMG00,R,,,×,0000H
FFFFF64A,Timer Count Register 01,TMG01,R,,,×,0000H
FFFFF64C,Capture/Compare register 00,GCC00,R/W,,,×,0000H
FFFFF64E,Capture/Compare register 01,GCC01,R/W,,,×,0000H
FFFFF650,Capture/Compare register 02,GCC02,R/W,,,×,0000H
FFFFF652,Capture/Compare register 03,GCC03,R/W,,,×,0000H
FFFFF654,Capture/Compare register 04,GCC04,R/W,,,×,0000H
FFFFF656,Capture/Compare register 05,GCC05,R/W,,,×,0000H
FFFFF680,Timer mode register 1,TMGM1,R/W,×,×,×,0000H
FFFFF680,Timer mode register 1 low,TMGM1L,R/W,×,×,,00H
FFFFF681,Timer mode register 1 high,TMGM1H,R/W,×,×,,00H
FFFFF682,Channel mode register 1,TMGCM1,R/W,×,×,×,0000H
FFFFF683,Channel mode register 1 low,TMGCM1L,R/W,×,×,,00H
FFFFF683,Channel mode register 1 high,TMGCM1H,R/W,×,×,,00H
FFFFF684,Output control register 1,OCTLG1,R/W,×,×,×,0000H
FFFFF684,Output control register 1 low,OCTLG1L,R/W,×,×,,00H
FFFFF685,Output control register 1 high,OCTLG1H,R/W,×,×,,00H
FFFFF686,State register 1,TMGST1,R,×,×,,00H
FFFFF688,Timer Count Register 10,TMG10,R,,,×,0000H
FFFFF68A,Timer Count Register 11,TMG11,R,,,×,0000H
FFFFF68C,Capture/Compare register 10,GCC10,R/W,,,×,0000H
FFFFF68E,Capture/Compare register 11,GCC11,R/W,,,×,0000H
FFFFF690,Capture/Compare register 12,GCC12,R/W,,,×,0000H
FFFFF692,Capture/Compare register 13,GCC13,R/W,,,×,0000H
FFFFF694,Capture/Compare register 14,GCC14,R/W,,,×,0000H
FFFFF696,Capture/Compare register 15,GCC15,R/W,,,×,0000H
FFFFF800,Peripheral command register,PHCMD,W,,×,,undefined
FFFFF802,Peripheral status register,PHS,R/W,×,×,,00H
FFFFF820,Power save mode register,PSM,R/W,×,×,,00H
FFFFF822,Clock control register,CKC,R/W,×,×,,00H
FFFFF824,Clock generator status register,CGSTAT,R,×,×,,00H
FFFFF826,Watch dog clock control register,WCC,R/W,×,×,,00H
FFFFF828,Processor clock control register,PCC,R/W,×,×,,00H
FFFFF82A,Frequency modulation control register,SCFMC,R/W,×,×,,0AH
FFFFF82C,Frequency control 0,SCFC0,R/W,×,×,,3FH
FFFFF82E,Frequency control 1,SCFC1,R/W,×,×,,40H
FFFFF830,Reset source monitor register,RSM,R/W,×,×,,00H/01H
FFFFF840,DMA trigger source select register 0,DTFR0,R/W,×,×,,00H
FFFFF842,DMA trigger source select register 1,DTFR1,R/W,×,×,,00H
FFFFF844,DMA trigger source select register 2,DTFR2,R/W,×,×,,00H
FFFFF846,DMA trigger source select register 3,DTFR3,R/W,×,×,,00H
FFFFF880,Interrupt Mode Control Register 0,INTM0,R/W,×,×,,00H
FFFFF882,Interrupt Mode Control Register 1,INTM1,R/W,×,×,,00H
FFFFF884,Interrupt Mode Control Register 2,INTM2,R/W,×,×,,00H
FFFFF886,Interrupt Mode Control Register 3,INTM3,R/W,×,×,,00H
FFFFFA00,UART operation mode register 0,ASIM0,R/W,×,×,,01H
FFFFFA02,Reception buffer register 0,RXB0,R,,×,"RXB_ASIS0",FFH
FFFFFA03,UART reception error status register 0,ASIS0,R,,×,,00H
FFFFFA04,Transmission buffer register 0,TXB0,R/W,,×,,FFH
FFFFFA05,UART transmission error status register 0,ASIF0,R,,×,,00H
FFFFFA06,Clock selection register CHKSR0,CHKSR0,R/W,×,×,"CHKSR_BRGC0",00H
FFFFFA07,Baudrate definition register 0,BRGC0,R/W,×,×,,FFH
FFFFFA40,UART operation mode register 1,ASIM1,R/W,×,×,,01H
FFFFFA42,Reception buffer register 1,RXB1,R,,×,"RXB_ASIS1",FFH
FFFFFA43,UART reception error status register 1,ASIS1,R,,×,,00H
FFFFFA44,Transmission buffer register 1,TXB1,R/W,,×,,FFH
FFFFFA45,UART transmission error status register 1,ASIF1,R,,×,,00H
FFFFFA46,Clock selection register 1,CHKSR1,R/W,×,×,"CHKSR_BRGC1",00H
FFFFFA47,Baudrate definition register 1,BRGC1,R/W,×,×,,FFH
FFFFFD00,CSI operation mode register 0,CSIM0,R/W,×,×,"CSIM_CSIC0",00H
FFFFFD01,Clock selection register CSIC0,CSIC0,R/W,×,×,,00H
FFFFFD02,Reception data buffer register 0,"SIRB0/SIRBL0",R/O,,×,×,0000H/00H
FFFFFD04,Transmission data buffer register 0,"SOTB0/SOTBL0",R/W,,×,×,"0000H/00H"
FFFFFD08,First transmission data buffer register 0,"SOTBF0/SOTBFL0",R/W,,×,×,"0000H/00H"
FFFFFD0A,Shift register,"SIO0/SIOL0",R/O,,×,×,"0000H/00H"
FFFFFD40,CSI operation mode register 1,CSIM1,R/W,×,×,"CSIM_CSIC1",00H
FFFFFD41,Clock selection register CSIC1,CSIC1,R/W,×,×,,00H
FFFFFD42,Reception data buffer register 1,"SIRB1/SIRBL1",R/O,,×,×,"0000H/00H"
FFFFFD44,Transmission data buffer register 1,"SOTB1/SOTBL1",R/W,,×,×,"0000H/00H"
FFFFFD48,First transmission data buffer register 1,"SOTBF1/SOTBFL1",R/W,,×,×,"0000H/00H"
FFFFFD4A,Shift register 1,"SIO1/SIOL1",R/O,,×,×,"0000H/00H"
FFFFFD80,CSI operation mode register 2,CSIM2,R/W,×,×,"CSIM_CSIC2",00H
FFFFFD81,Clock selection register CSIC2,CSIC2,R/W,×,×,,00H
FFFFFD82,Reception data buffer register 2,"SIRB2/SIRBL2",R/O,,×,×,"0000H/00H"
FFFFFD84,Transmission data buffer register 2,"SOTB2/SOTBL2",R/W,,×,×,"0000H/00H"
FFFFFD88,First transmission data buffer register 2,"SOTBF2/SOTBFL2",R/W,,×,×,"0000H/00H"
FFFFFD8A,Shift register 2,"SIO2/SIOL2",R/O,,×,×,"0000H/00H"
FFFFFDC0,BRG0 Prescaler mode register 0,PRSM0,R/W,×,×,,00H
FFFFFDC1,BRG0 Prescaler compare register 0,PRSCM0,R/W,×,×,,00H
FFFFFDE0,BRG1 Prescaler mode register 1,PRSM1,R/W,×,×,,00H
FFFFFDE1,BRG1 Prescaler compare register 1,PRSCM1,R/W,×,×,,00H
